cid;aid;product;period;act_age;act_cc;act_loaninc;app_income;app_loan_amount;app_n_installments;app_number_of_children;app_spendings;app_installment;app_char_branch;app_char_gender;app_char_job_code;app_char_marital_status;app_char_city;app_char_home_status;app_char_cars;act_call_cc;act_cins_n_loan;act_ccss_n_loan;act_call_n_loan;act_cins_seniority;act_cins_min_seniority;act_cins_n_loans_hist;act_cins_n_statC;act_cins_n_statB;act_cins_n_loans_act;act_cins_maxdue;act_cins_min_pninst;act_cins_min_lninst;act_cins_utl;act_cins_dueutl;act_cins_cc;act_ccss_seniority;act_ccss_min_seniority;act_ccss_n_loans_hist;act_ccss_n_statC;act_ccss_n_statB;act_ccss_n_loans_act;act_ccss_maxdue;act_ccss_min_pninst;act_ccss_min_lninst;act_ccss_utl;act_ccss_dueutl;act_ccss_cc;act_cus_active;act_CMaxI_Days;agr3_Mean_CMaxI_Days;ags3_Mean_CMaxI_Days;agr3_Max_CMaxI_Days;ags3_Max_CMaxI_Days;agr3_Min_CMaxI_Days;ags3_Min_CMaxI_Days;act_CMaxI_Due;agr3_Mean_CMaxI_Due;ags3_Mean_CMaxI_Due;agr3_Max_CMaxI_Due;ags3_Max_CMaxI_Due;agr3_Min_CMaxI_Due;ags3_Min_CMaxI_Due;act_CMaxC_Days;agr3_Mean_CMaxC_Days;ags3_Mean_CMaxC_Days;agr3_Max_CMaxC_Days;ags3_Max_CMaxC_Days;agr3_Min_CMaxC_Days;ags3_Min_CMaxC_Days;act_CMaxC_Due;agr3_Mean_CMaxC_Due;ags3_Mean_CMaxC_Due;agr3_Max_CMaxC_Due;ags3_Max_CMaxC_Due;agr3_Min_CMaxC_Due;ags3_Min_CMaxC_Due;act_CMaxA_Days;agr3_Mean_CMaxA_Days;ags3_Mean_CMaxA_Days;agr3_Max_CMaxA_Days;ags3_Max_CMaxA_Days;agr3_Min_CMaxA_Days;ags3_Min_CMaxA_Days;act_CMaxA_Due;agr3_Mean_CMaxA_Due;ags3_Mean_CMaxA_Due;agr3_Max_CMaxA_Due;ags3_Max_CMaxA_Due;agr3_Min_CMaxA_Due;ags3_Min_CMaxA_Due;act3_n_arrears;act3_n_arrears_days;act3_n_good_days;agr6_Mean_CMaxI_Days;ags6_Mean_CMaxI_Days;agr6_Max_CMaxI_Days;ags6_Max_CMaxI_Days;agr6_Min_CMaxI_Days;ags6_Min_CMaxI_Days;agr6_Mean_CMaxI_Due;ags6_Mean_CMaxI_Due;agr6_Max_CMaxI_Due;ags6_Max_CMaxI_Due;agr6_Min_CMaxI_Due;ags6_Min_CMaxI_Due;agr6_Mean_CMaxC_Days;ags6_Mean_CMaxC_Days;agr6_Max_CMaxC_Days;ags6_Max_CMaxC_Days;agr6_Min_CMaxC_Days;ags6_Min_CMaxC_Days;agr6_Mean_CMaxC_Due;ags6_Mean_CMaxC_Due;agr6_Max_CMaxC_Due;ags6_Max_CMaxC_Due;agr6_Min_CMaxC_Due;ags6_Min_CMaxC_Due;agr6_Mean_CMaxA_Days;ags6_Mean_CMaxA_Days;agr6_Max_CMaxA_Days;ags6_Max_CMaxA_Days;agr6_Min_CMaxA_Days;ags6_Min_CMaxA_Days;agr6_Mean_CMaxA_Due;ags6_Mean_CMaxA_Due;agr6_Max_CMaxA_Due;ags6_Max_CMaxA_Due;agr6_Min_CMaxA_Due;ags6_Min_CMaxA_Due;act6_n_arrears;act6_n_arrears_days;act6_n_good_days;agr9_Mean_CMaxI_Days;ags9_Mean_CMaxI_Days;agr9_Max_CMaxI_Days;ags9_Max_CMaxI_Days;agr9_Min_CMaxI_Days;ags9_Min_CMaxI_Days;agr9_Mean_CMaxI_Due;ags9_Mean_CMaxI_Due;agr9_Max_CMaxI_Due;ags9_Max_CMaxI_Due;agr9_Min_CMaxI_Due;ags9_Min_CMaxI_Due;agr9_Mean_CMaxC_Days;ags9_Mean_CMaxC_Days;agr9_Max_CMaxC_Days;ags9_Max_CMaxC_Days;agr9_Min_CMaxC_Days;ags9_Min_CMaxC_Days;agr9_Mean_CMaxC_Due;ags9_Mean_CMaxC_Due;agr9_Max_CMaxC_Due;ags9_Max_CMaxC_Due;agr9_Min_CMaxC_Due;ags9_Min_CMaxC_Due;agr9_Mean_CMaxA_Days;ags9_Mean_CMaxA_Days;agr9_Max_CMaxA_Days;ags9_Max_CMaxA_Days;agr9_Min_CMaxA_Days;ags9_Min_CMaxA_Days;agr9_Mean_CMaxA_Due;ags9_Mean_CMaxA_Due;agr9_Max_CMaxA_Due;ags9_Max_CMaxA_Due;agr9_Min_CMaxA_Due;ags9_Min_CMaxA_Due;act9_n_arrears;act9_n_arrears_days;act9_n_good_days;agr12_Mean_CMaxI_Days;ags12_Mean_CMaxI_Days;agr12_Max_CMaxI_Days;ags12_Max_CMaxI_Days;agr12_Min_CMaxI_Days;ags12_Min_CMaxI_Days;agr12_Mean_CMaxI_Due;ags12_Mean_CMaxI_Due;agr12_Max_CMaxI_Due;ags12_Max_CMaxI_Due;agr12_Min_CMaxI_Due;ags12_Min_CMaxI_Due;agr12_Mean_CMaxC_Days;ags12_Mean_CMaxC_Days;agr12_Max_CMaxC_Days;ags12_Max_CMaxC_Days;agr12_Min_CMaxC_Days;ags12_Min_CMaxC_Days;agr12_Mean_CMaxC_Due;ags12_Mean_CMaxC_Due;agr12_Max_CMaxC_Due;ags12_Max_CMaxC_Due;agr12_Min_CMaxC_Due;ags12_Min_CMaxC_Due;agr12_Mean_CMaxA_Days;ags12_Mean_CMaxA_Days;agr12_Max_CMaxA_Days;ags12_Max_CMaxA_Days;agr12_Min_CMaxA_Days;ags12_Min_CMaxA_Days;agr12_Mean_CMaxA_Due;ags12_Mean_CMaxA_Due;agr12_Max_CMaxA_Due;ags12_Max_CMaxA_Due;agr12_Min_CMaxA_Due;ags12_Min_CMaxA_Due;act12_n_arrears;act12_n_arrears_days;act12_n_good_days;act_CCss_Acp;act_CCss_All;act_CIns_Acp;act_CIns_All;act_CAll_Acp;act_CAll_All;act_CCss_Acp5y;act_CCss_All5y;act_CIns_Acp5y;act_CIns_All5y;act_CAll_Acp5y;act_CAll_All5y
419297;ins2008102000211;ins;200810;55;0.6206896552;1.6375641966;1363;2232;12;2;660;186;Radio-TV;Female;Retired;Divorced;Large;Owner;Owner;0.6206896552;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86263;ins2008102000213;ins;200810;82;0.3885714286;1.4628571429;1050;1536;12;0;280;128;Fenitures;Male;Retired;Maried;Medium;Owner;No;0.3885714286;1;0;1;274;56;2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;1;1;1;1
419298;ins2008102000221;ins;200810;56;0.4846625767;2.8711656442;489;1404;12;1;120;117;Radio-TV;Female;Retired;Maried;Large;Owner;No;0.4846625767;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
419299;ins2008102000231;ins;200810;47;0.2843923504;0.6070326959;3242;1968;24;1;840;82;Fenitures;Male;Owner company;Maried;Large;Owner;Owner;0.2843923504;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92555;ins2008102000233;ins;200810;75;0.5077294686;0.5275362319;2070;1092;12;0;960;91;Fenitures;Female;Retired;Widowed;Big;Owner;Owner;0.5077294686;1;0;1;269;269;1;1;0;;;;;;;;259;242;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;1;3;3;;;;;;
419300;ins2008102000241;ins;200810;57;0.6446700508;4.9340101523;788;3888;36;0;400;108;Radio-TV;Male;Retired;Maried;Large;Owner;Owner;0.6446700508;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
419301;ins2008102000251;ins;200810;51;0.8419182948;6.5648312611;1126;7392;24;0;640;308;Fenitures;Female;Retired;Divorced;Big;Owner;Owner;0.8419182948;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52129;ins2008102000252;ins;200810;63;0.461618799;1.0527415144;1915;2016;24;0;800;84;Radio-TV;Female;Retired;Maried;Small;Owner;Owner;0.461618799;1;0;1;302;95;4;4;0;;;;;;;;167;91;2;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;4;4;6;9;;;;;;
51368;ins2008102000253;ins;200810;79;0.751552795;18.111801242;322;5832;36;0;80;162;Fenitures;Male;Retired;Maried;Big;Owner;Owner;0.751552795;1;0;1;303;235;2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;
419302;ins2008102000261;ins;200810;47;0.2702702703;0.4905746082;4403;2160;24;0;1100;90;Fenitures;Female;Owner company;Maried;Medium;Owner;Owner;0.2702702703;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
419303;ins2008102000271;ins;200810;54;0.7183333333;kwi.22;600;2532;12;0;220;211;Radio-TV;Female;Retired;Divorced;Small;Owner;Owner;0.7183333333;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
419304;ins2008102000281;ins;200810;38;0.4840996557;0.8021065424;4937;3960;12;1;2060;330;Radio-TV;Male;Owner company;Maried;Large;Owner;Owner;0.4840996557;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
224768;ins2008102000283;ins;200810;70;0.4458204334;2.3777089783;323;768;12;0;80;64;DiY;Female;Retired;Maried;Big;Owner;No;0.4458204334;1;0;1;160;160;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;;;;;
419305;ins2008102000291;ins;200810;56;0.9194528875;16.23100304;658;10680;24;0;160;445;Fenitures;Male;Retired;Maried;Big;Owner;Owner;0.9194528875;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43257;ins2008102000293;ins;200810;84;0.761;4.824;1000;4824;24;0;560;201;Computers;Male;Retired;Widowed;Medium;Owner;Owner;0.761;1;0;1;310;47;4;3;1;;;;;;;;77;77;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;4;6;5;8;;1;1;1;1;2
419306;ins2008102000301;ins;200810;58;0.923857868;7.1530094271;1379;9864;36;1;1000;274;Radio-TV;Male;Retired;Maried;Small;Owner;Owner;0.923857868;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14954;ins2008102000302;ins;200810;93;0.6682750302;2.4318455971;1658;4032;24;0;940;168;DiY;Male;Retired;Divorced;Big;Owner;Owner;0.9191797346;1;2;3;333;24;11;9;2;;;;;;;;264;2;9;4;3;2;0;1;8;0.3541666667;0;0.8178528347;1;;M;;M;;M;;;M;;M;;M;;14;13.666666667;13.666666667;15;15;12;12;0;0;0;0;0;0;0;14;13.666666667;13.666666667;15;15;12;12;0;0;0;0;0;0;0;0;0;2;M;;M;;M;;M;;M;;M;;12.666666667;12.666666667;15;15;8;8;0;0;0;0;0;0;12.666666667;12.666666667;15;15;8;8;0;0;0;0;0;0;0;0;4;M;;M;;M;;M;;M;;M;;M;12.875;M;15;M;8;0.1111111111;0.1111111111;1;1;0;0;M;12.875;M;15;M;8;0.1111111111;0.1111111111;1;1;0;0;1;0;6;M;13;M;13;M;13;M;0;M;0;M;0;M;12;M;15;M;3;0.0833333333;0.0833333333;1;1;0;0;M;12;M;15;M;3;0.0833333333;0.0833333333;1;1;0;0;1;0;9;9;14;11;11;20;25;2;2;1;1;3;3
33081;ins2008102000303;ins;200810;69;0.6208450704;1.3656338028;1775;2424;12;0;900;202;Radio-TV;Female;Retired;Maried;Large;Owner;Owner;0.6208450704;1;0;1;318;66;5;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;5;5;5;;;;;;
419307;ins2008102000311;ins;200810;41;0.4740740741;2.5777777778;540;1392;12;1;140;116;Radio-TV;Female;Contract;Maried;Medium;Owner;No;0.4740740741;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15359;ins2008102000312;ins;200810;96;0.7254623044;4.2674253201;703;3000;12;0;260;250;Fenitures;Male;Retired;Divorced;Small;Owner;Owner;0.7254623044;1;0;1;333;69;6;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;7;6;7;;;;;;
419308;ins2008102000321;ins;200810;53;0.5769230769;0.6191369606;4264;2640;12;0;2240;220;Computers;Male;Permanent;Divorced;Large;Owner;No;0.5769230769;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
419309;ins2008102000331;ins;200810;55;0.4132007233;1.0524412297;1106;1164;12;0;360;97;Computers;Female;Retired;Maried;Big;Owner;No;0.4132007233;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
238496;ins2008102000333;ins;200810;65;0.6301735648;4.870493992;749;3648;24;0;320;152;Computers;Male;Retired;Maried;Medium;Owner;Owner;0.6301735648;1;0;1;149;149;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;;;;;
419310;ins2008102000341;ins;200810;61;0.4798061389;0.4588045234;3714;1704;12;0;1640;142;Fenitures;Female;Permanent;Widowed;Large;Owner;Owner;0.4798061389;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
419311;ins2008102000351;ins;200810;61;0.7121212121;5.2396694215;726;3804;12;0;200;317;DiY;Female;Retired;Maried;Small;Owner;No;0.7121212121;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
419312;ins2008102000361;ins;200810;60;0.4885556433;2.6329913181;1267;3336;24;0;480;139;Fenitures;Female;Retired;Maried;Medium;Owner;No;0.4885556433;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131236;ins2008102000362;ins;200810;82;0.6025179856;1.3309352518;1668;2220;12;0;820;185;Radio-TV;Male;Retired;Widowed;Large;Owner;Owner;0.6025179856;1;0;1;237;75;2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;;;;;;
419313;ins2008102000371;ins;200810;46;0.2280518706;2.0927112834;6709;14040;36;2;1140;390;Fenitures;Male;Owner company;Maried;Medium;Owner;Owner;0.2280518706;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35654;ins2008102000373;ins;200810;87;0.685290764;8.2508551881;877;7236;36;0;400;201;Fenitures;Male;Retired;Widowed;Large;Owner;Owner;0.7799315849;2;0;2;316;5;6;5;0;1;0;4;32;0.1111111111;0;0.5507411631;;;;;;;;;;;;;1;15;12;12;15;15;10;10;0;0;0;0;0;0;0;;M;;M;;M;;;M;;M;;M;;15;12;12;15;15;10;10;0;0;0;0;0;0;0;0;0;2;M;13;M;15;M;10;M;0;M;0;M;0;M;;M;;M;;M;;M;;M;;M;13;M;15;M;10;M;0;M;0;M;0;0;0;3;M;13;M;15;M;10;M;0;M;0;M;0;M;;M;;M;;M;;M;;M;;M;13;M;15;M;10;M;0;M;0;M;0;0;0;3;M;13;M;15;M;10;M;0;M;0;M;0;M;;M;;M;;M;;M;;M;;M;13;M;15;M;10;M;0;M;0;M;0;0;0;3;;;6;7;6;7;;;1;1;1;1
419314;ins2008102000381;ins;200810;55;1.2582582583;12.216216216;333;4068;12;0;80;339;Fenitures;Female;Retired;Maried;Medium;Owner;No;1.2582582583;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89635;ins2008102000382;ins;200810;88;1.0037688442;7.2060301508;796;5736;24;0;560;239;Fenitures;Female;Retired;Widowed;Large;Owner;Owner;1.0037688442;1;0;1;272;272;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;;;;;
419315;ins2008102000391;ins;200810;61;0.8517350158;9.8422712934;317;3120;24;1;140;130;Radio-TV;Male;Retired;Widowed;Big;Owner;Owner;0.8517350158;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
419316;ins2008102000401;ins;200810;67;0.9285714286;6.1658986175;434;2676;12;0;180;223;Radio-TV;Female;Retired;Maried;Large;Owner;Owner;0.9285714286;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
419317;ins2008102000411;ins;200810;74;0.3997194951;1.935483871;1426;2760;12;0;340;230;DiY;Male;Retired;Divorced;Medium;Owner;No;0.3997194951;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
419318;ins2008102100011;ins;200810;65;0.422576258;1.0141830192;5147;5220;12;0;1740;435;Fenitures;Male;Owner company;Maried;Medium;Rental;Owner;0.422576258;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
419319;ins2008102100021;ins;200810;44;0.4854907075;1.2794261493;6134;7848;36;1;2760;218;Fenitures;Female;Owner company;Divorced;Small;Owner;Owner;0.4854907075;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
